company_id,factset_entity_id
9533,000KWH-E
9534,09TYT9-E
9536,0M5TLL-E
9537,0MM196-E
9541,05S906-E
9542,0DC8JG-E
9543,0038VH-E
9552,06HCP6-E
9553,0GZB1Q-E
9554,0M9TST-E
9564,077C6K-E
9569,06125F-E
9579,06L3RK-E
9581,0C6T8C-E
9582,0M9F9R-E
9585,07Y86G-E
9587,06L3W9-E
9589,07JMCJ-E
9591,05L5YV-E
9599,0MB7FD-E
9603,07PFZ7-E
9605,06552S-E
9615,07ZWHW-E
9619,072M3H-E
9630,09NC9W-E
9632,0J9RBJ-E
9634,0718DK-E
9638,0MHL46-E
9640,0MBRCQ-E
9641,0C178R-E
9642,06Q155-E
9644,079Y74-E
9649,0MHGZ0-E
9651,008KDK-E
9652,06L25Y-E
9653,07TD4Z-E
9654,07Y9F0-E
9666,07XZ3B-E
9667,0653C8-E
9671,070RS8-E
9686,06G1L6-E
9689,05S911-E
9691,009RN4-E
9702,07TPML-E
9704,0MHJ0Y-E
9705,0MH47Q-E
9707,001645-E
9719,0MH71B-E
9728,0LLS3D-E
9740,0647J3-E
9744,0M9DY0-E
9746,0MF8PB-E
9747,0897ZM-E
9750,0BFVJN-E
9757,078J29-E
9758,06MZKD-E
9761,0M6YRF-E
9764,0BYM34-E
9765,0MH24Z-E
9773,07TNMT-E
9774,082C78-E
9780,061KKW-E
9784,0C32WL-E
9790,0MH9JV-E
9792,0D0911-E
9793,09Z6YL-E
9794,0B0SKC-E
9795,061LQM-E
9798,0B59N2-E
9799,0M6YQN-E
9802,0MF8S9-E
9804,07R4TQ-E
9806,06J532-E
9808,0M6YL1-E
9810,083KK1-E
9811,07XYSL-E
9812,07P933-E
9813,07P2JC-E
9814,07WKLS-E
9820,077XKY-E
9823,07X352-E
9826,0B4NRX-E
9829,06LV6S-E
9842,07VLZK-E
9846,06RVC7-E
9852,0G5XYP-E
9857,07L3LG-E
9860,006432-E
9863,0MHC2F-E
9865,0MC4KS-E
9869,07Y4N2-E
9872,07P1JY-E
9878,0MG95M-E
9879,0MCPL0-E
9883,0MBM5W-E
9887,07Y09F-E
9901,0MFKKR-E
9911,07571D-E
9912,07TNS6-E
9919,080NBV-E
9921,06RDPJ-E
9933,0MLLRW-E
9935,07YPGQ-E
9936,06PC4X-E
9943,0M7C35-E
9949,0MG7GR-E
9953,0MP6TS-E
9960,006TTN-E
9965,06RWS7-E
9967,06Q6PN-E
9974,089P6T-E
9976,06QNJ8-E
9991,0MHPT9-E
9994,0CD415-E
9995,07Q0VR-E
9996,0BP7YG-E
10005,0GZ01L-E
10006,07BHVC-E
10010,0MBP8J-E
10012,0MDPFG-E
10014,0C8L18-E
10018,0MDPD6-E
10029,0C1XS0-E
10030,0MBR1P-E
10031,0MGZ4D-E
10035,0616XY-E
10036,06XSSK-E
10037,0HMPW0-E
10044,0MBS4V-E
10045,080GYP-E
10046,064Y36-E
10047,0FBPRR-E
10054,09H64H-E
10062,0C745C-E
10065,0D01FY-E
10069,09YCVP-E
10070,00144D-E
10080,0D0HJM-E
10087,0MH8D3-E
10090,06L588-E
10091,07Y83H-E
10109,0M931G-E
10116,0M661Q-E
10118,07PJNG-E
10119,0ML4TV-E
10120,07PND5-E
10124,0ML4NQ-E
10125,07YNYY-E
10130,0MGWJG-E
10132,0C79BK-E
10133,07G5C8-E
10138,0MBZTW-E
10146,0MFS1D-E
10151,06XGPM-E
10153,0MB9X2-E
10154,0MFYXW-E
10158,0MHJX7-E
10162,07P2JY-E
10167,07Y0PP-E
10175,07WZ55-E
10179,0MHHZD-E
10186,002Y6Q-E
10187,0MH0KH-E
10188,0614LP-E
10195,0M5N69-E
10198,0MKLR4-E
10209,000KWH-E
10212,0084PF-E
10220,05L8XK-E
10222,07Y1FW-E
10224,0MHKGV-E
10233,0M6KLR-E
10234,0776FV-E
10235,06PZ3J-E
10236,06251S-E
10240,07FWLQ-E
10241,0FCR9G-E
10249,060YFC-E
10253,07XKQC-E
10254,0MFZB0-E
10267,07Y5DY-E
10269,0MDZZT-E
10273,0C3HYL-E
10274,080L7L-E
10289,0MK9V6-E
10293,07HJJ8-E
10295,0MC29J-E
10296,0MCXF0-E
10299,078MX2-E
10303,006PSZ-E
10306,07Y94Y-E
10312,05PW2N-E
10313,0MB40M-E
10322,05L9RB-E
10330,07PG9X-E
10349,0MCXGJ-E
10363,0MM7QD-E
10374,07FNZD-E
10376,0654Z8-E
